Date,Open,High,Low,Close,Adj Close,Volume
2022-10-14,74.000000,76.099998,72.349998,73.250000,73.250000,43037199
2022-10-17,72.150002,74.650002,70.900002,73.199997,73.199997,45035937
2022-10-18,75.300003,76.400002,73.849998,76.000000,76.000000,35967664
2022-10-19,75.099998,75.599998,72.500000,72.699997,72.699997,39088213
2022-10-20,69.000000,71.199997,68.000000,69.900002,69.900002,63153613
2022-10-21,70.099998,71.099998,69.349998,69.599998,69.599998,55066786
2022-10-24,66.000000,67.250000,60.799999,61.650002,61.650002,169668961
2022-10-25,61.849998,65.949997,60.250000,63.599998,63.599998,102026681
2022-10-26,61.799999,64.650002,61.250000,62.299999,62.299999,93276020
2022-10-27,67.550003,67.949997,64.650002,64.849998,64.849998,91203977
2022-10-28,64.250000,64.550003,60.900002,61.750000,61.750000,69414690
2022-10-31,61.000000,64.550003,60.299999,61.450001,61.450001,65768272
2022-11-01,63.049999,68.250000,62.849998,66.099998,66.099998,112728864
2022-11-02,65.300003,68.000000,64.150002,67.400002,67.400002,44674540
2022-11-03,63.599998,65.000000,62.849998,63.000000,63.000000,58022487
2022-11-04,64.000000,76.199997,64.000000,69.900002,69.900002,151997251
2022-11-07,66.699997,71.800003,66.300003,69.699997,69.699997,99793174
2022-11-08,68.750000,69.000000,66.400002,67.099998,67.099998,64928791
2022-11-09,66.699997,67.750000,65.150002,66.000000,66.000000,63076446
2022-11-10,63.900002,64.500000,62.599998,63.000000,63.000000,58517362
2022-11-11,68.750000,71.449997,67.050003,70.800003,70.800003,110961720
2022-11-14,73.000000,73.699997,70.000000,71.050003,71.050003,93784730
2022-11-15,71.000000,80.849998,69.750000,78.900002,78.900002,187288574
2022-11-16,77.750000,80.800003,77.000000,78.800003,78.800003,100509510
2022-11-17,77.000000,79.699997,74.000000,78.250000,78.250000,89532516
2022-11-18,83.250000,83.500000,79.250000,79.949997,79.949997,110896755
2022-11-21,77.150002,77.300003,75.000000,76.150002,76.150002,49675006
2022-11-22,75.199997,75.699997,72.199997,73.099998,73.099998,60909746
2022-11-23,73.750000,76.449997,73.050003,75.400002,75.400002,54202563
2022-11-24,76.699997,77.199997,74.900002,76.400002,76.400002,31644335
2022-11-25,75.900002,76.000000,73.849998,74.750000,74.750000,28359869
2022-11-28,70.599998,73.349998,69.800003,72.199997,72.199997,65982901
2022-11-29,73.650002,78.800003,73.199997,78.750000,78.750000,94542048
2022-11-30,77.699997,80.900002,76.449997,79.900002,79.900002,109081005
2022-12-01,85.599998,86.900002,82.449997,82.800003,82.800003,106301600
2022-12-02,83.599998,85.750000,82.949997,84.800003,84.800003,74134786
2022-12-05,88.800003,92.849998,87.250000,92.650002,92.650002,132953207
2022-12-06,88.150002,91.750000,88.150002,89.849998,89.849998,66889543
2022-12-07,89.199997,92.000000,84.800003,85.050003,85.050003,83595457
2022-12-08,86.800003,91.099998,86.300003,89.400002,89.400002,70524387
2022-12-09,90.650002,93.199997,88.849998,91.849998,91.849998,85186929
2022-12-12,89.800003,90.900002,87.599998,88.349998,88.349998,48772508
2022-12-13,87.699997,90.250000,87.099998,88.349998,88.349998,49026085
2022-12-14,89.699997,90.500000,88.550003,89.500000,89.500000,42497183
2022-12-15,88.500000,88.550003,85.199997,85.900002,85.900002,46551464
2022-12-16,84.150002,88.750000,84.150002,86.449997,86.449997,77057783
2022-12-19,86.900002,90.800003,86.400002,87.050003,87.050003,70038366
2022-12-20,85.000000,85.550003,82.500000,84.050003,84.050003,57291122
2022-12-21,84.449997,85.400002,83.699997,84.449997,84.449997,31475853
2022-12-22,86.500000,89.150002,86.449997,87.900002,87.900002,53772623
2022-12-23,85.400002,87.550003,85.400002,86.500000,86.500000,34114821
2022-12-28,87.300003,89.349998,87.300003,87.699997,87.699997,55669943
2022-12-29,85.400002,85.849998,84.650002,85.550003,85.550003,44950446
2022-12-30,87.300003,88.300003,85.699997,86.250000,86.250000,35928445
2023-01-03,85.699997,89.150002,84.599998,88.650002,88.650002,45393323
2023-01-04,90.750000,96.500000,89.500000,96.400002,96.400002,118636981
2023-01-05,102.099998,103.800003,98.199997,99.599998,99.599998,104685426
2023-01-06,101.500000,102.699997,99.699997,101.599998,101.599998,73315739
2023-01-09,105.599998,110.900002,105.000000,110.400002,110.400002,123720147
2023-01-10,109.000000,110.000000,107.000000,109.500000,109.500000,76284815
2023-01-11,112.199997,115.000000,110.500000,112.900002,112.900002,108863653
2023-01-12,113.099998,113.099998,107.800003,110.800003,110.800003,91858342
2023-01-13,110.800003,113.000000,109.000000,112.699997,112.699997,72120768
2023-01-16,114.199997,115.400002,110.900002,113.400002,113.400002,65734884
2023-01-17,114.000000,116.800003,112.800003,114.500000,114.500000,62173474
2023-01-18,112.900002,114.900002,110.699997,114.099998,114.099998,55425698
2023-01-19,111.000000,113.599998,110.300003,112.199997,112.199997,55515129
2023-01-20,114.800003,117.000000,114.300003,116.300003,116.300003,64593525
2023-01-26,117.800003,118.500000,116.300003,117.500000,117.500000,54550091
2023-01-27,117.699997,118.199997,115.800003,117.300003,117.300003,49008508
2023-01-30,114.500000,115.400002,107.800003,109.000000,109.000000,131046567
2023-01-31,109.599998,110.500000,105.500000,107.599998,107.599998,94863420
2023-02-01,109.000000,110.500000,107.199997,110.000000,110.000000,55654697
2023-02-02,111.400002,112.300003,108.699997,109.000000,109.000000,39931077
2023-02-03,107.199997,107.699997,105.300003,106.099998,106.099998,55271792
2023-02-06,102.199997,103.800003,101.500000,103.199997,103.199997,53151968
2023-02-07,103.500000,106.699997,103.500000,104.800003,104.800003,38073535
2023-02-08,104.400002,104.800003,102.099998,103.500000,103.500000,39292294
2023-02-09,103.500000,108.500000,103.099998,107.599998,107.599998,60791720
2023-02-10,107.300003,107.599998,103.400002,104.099998,104.099998,44532345
2023-02-13,101.099998,104.900002,100.699997,104.000000,104.000000,41478273
2023-02-14,103.599998,103.900002,102.300003,102.500000,102.500000,39436631
2023-02-15,102.300003,102.500000,100.099998,100.900002,100.900002,46755321
2023-02-16,102.000000,105.400002,101.500000,102.099998,102.099998,43292397
2023-02-17,102.099998,102.900002,99.449997,99.449997,99.449997,37616027
2023-02-20,98.800003,100.500000,98.000000,99.400002,99.400002,38508675
2023-02-21,99.500000,99.500000,95.000000,95.199997,95.199997,58373987
2023-02-22,92.099998,94.800003,92.099998,92.949997,92.949997,59459217
2023-02-23,92.750000,96.250000,92.599998,95.150002,95.150002,48408447
2023-02-24,93.250000,93.250000,90.000000,90.050003,90.050003,81538617
2023-02-27,88.000000,92.150002,87.750000,89.400002,89.400002,77371929
2023-02-28,88.250000,89.250000,86.050003,86.500000,86.500000,82590338
2023-03-01,86.699997,92.150002,86.599998,91.900002,91.900002,76906503
2023-03-02,88.599998,89.000000,87.449997,87.599998,87.599998,79258745
2023-03-03,89.500000,89.500000,87.300003,88.000000,88.000000,50893726
2023-03-06,87.349998,88.250000,86.550003,87.250000,87.250000,53347406
2023-03-07,89.000000,91.650002,87.800003,88.599998,88.599998,62222775
2023-03-08,87.000000,87.099998,85.099998,85.750000,85.750000,51977469
2023-03-09,86.300003,86.500000,84.500000,84.500000,84.500000,43587344
2023-03-10,81.500000,82.199997,81.000000,81.150002,81.150002,77303637
2023-03-13,82.400002,84.949997,81.449997,83.250000,83.250000,64694323
2023-03-14,81.500000,82.050003,79.500000,80.000000,80.000000,73040873
2023-03-15,82.699997,83.699997,81.550003,82.050003,82.050003,46739487
2023-03-16,80.199997,81.449997,79.800003,80.500000,80.500000,45643767
2023-03-17,81.400002,82.199997,80.550003,81.500000,81.500000,67317247
2023-03-20,80.949997,81.150002,78.099998,79.199997,79.199997,52567854
2023-03-21,79.349998,80.650002,78.699997,80.500000,80.500000,36073232
2023-03-22,82.199997,84.400002,82.099998,82.849998,82.849998,44553051
2023-03-23,82.550003,86.699997,82.349998,86.199997,86.199997,67377220
2023-03-24,85.449997,86.599998,84.500000,85.300003,85.300003,48345392
2023-03-27,86.349998,89.949997,83.800003,85.250000,85.250000,100519321
2023-03-28,85.099998,85.650002,83.300003,84.250000,84.250000,53162509
2023-03-29,96.849998,98.000000,94.349998,94.550003,94.550003,163130347
2023-03-30,97.099998,97.199997,94.650002,96.900002,96.900002,88453938
2023-03-31,101.199997,102.000000,99.599998,100.400002,100.400002,89687911
2023-04-03,99.000000,99.949997,97.599998,98.550003,98.550003,53752683
2023-04-04,96.150002,96.449997,93.699997,95.650002,95.650002,53862168
2023-04-06,96.199997,98.000000,95.900002,97.750000,97.750000,40751702
2023-04-11,100.199997,101.500000,98.099998,99.300003,99.300003,60954920
2023-04-12,97.650002,98.150002,95.699997,96.050003,96.050003,38659231
2023-04-13,91.599998,94.349998,91.099998,94.150002,94.150002,65547652
2023-04-14,94.500000,95.150002,93.750000,94.500000,94.500000,26025094
2023-04-17,93.199997,96.349998,92.800003,95.400002,95.400002,37951973
2023-04-18,94.099998,95.599998,94.099998,94.800003,94.800003,26770456
2023-04-19,94.500000,94.500000,91.949997,92.250000,92.250000,35119559
2023-04-20,92.199997,92.949997,91.449997,91.750000,91.750000,29866001
2023-04-21,89.349998,89.849998,87.300003,87.949997,87.949997,62592264
2023-04-24,87.449997,88.500000,86.000000,86.900002,86.900002,35872549
2023-04-25,85.699997,85.949997,83.300003,84.099998,84.099998,56529023
2023-04-26,81.599998,84.699997,81.250000,83.300003,83.300003,72936666
2023-04-27,81.800003,82.199997,80.800003,81.800003,81.800003,63401706
2023-04-28,82.849998,83.900002,81.650002,82.050003,82.050003,46940162
2023-05-02,83.650002,84.099998,81.500000,82.300003,82.300003,26572826
2023-05-03,80.099998,80.599998,79.699997,80.349998,80.349998,39306160
2023-05-04,80.500000,81.449997,80.349998,80.699997,80.699997,34428742
2023-05-05,82.000000,82.449997,81.099998,81.650002,81.650002,33666492
2023-05-08,81.650002,82.400002,81.400002,81.949997,81.949997,40005891
2023-05-09,81.949997,81.949997,78.900002,79.449997,79.449997,53328129
2023-05-10,80.050003,80.699997,78.800003,80.199997,80.199997,41918692
2023-05-11,81.800003,82.750000,80.800003,82.650002,82.650002,45547433
2023-05-12,85.150002,85.500000,83.800003,84.650002,84.650002,60973363
2023-05-15,84.000000,86.500000,83.000000,85.449997,85.449997,41392670
2023-05-16,86.800003,86.800003,84.949997,85.750000,85.750000,26388517
2023-05-17,87.349998,87.500000,85.000000,85.449997,85.449997,43307971
2023-05-18,88.199997,89.199997,87.250000,87.750000,87.750000,72221529
2023-05-19,83.449997,84.349998,82.000000,82.449997,82.449997,92873084
2023-05-22,82.449997,85.099998,81.400002,83.599998,83.599998,54249146
2023-05-23,83.599998,84.650002,82.349998,83.000000,83.000000,32115656
2023-05-24,81.050003,81.900002,80.599998,81.050003,81.050003,39045036
2023-05-25,80.000000,80.300003,77.599998,78.650002,78.650002,75187196
2023-05-29,78.949997,79.550003,77.599998,77.800003,77.800003,48515697
2023-05-30,78.900002,79.349998,77.550003,78.800003,78.800003,40606239
2023-05-31,77.949997,77.949997,75.800003,77.900002,77.900002,177424030
2023-06-01,77.050003,79.699997,76.900002,77.300003,77.300003,76088679
2023-06-02,80.750000,82.849998,80.099998,82.500000,82.500000,69157566
2023-06-05,82.800003,83.349998,81.750000,82.750000,82.750000,34970258
2023-06-06,83.000000,84.199997,81.800003,82.349998,82.349998,32679498
2023-06-07,84.599998,84.900002,83.300003,84.050003,84.050003,33719527
2023-06-08,83.400002,83.900002,82.050003,83.349998,83.349998,30975757
2023-06-09,83.800003,84.349998,83.000000,83.900002,83.900002,32630311
2023-06-12,84.500000,84.500000,83.000000,84.000000,84.000000,21072194
2023-06-13,83.550003,86.500000,83.500000,85.699997,85.699997,44562105
2023-06-14,85.900002,86.449997,84.449997,85.150002,85.150002,36808428
2023-06-15,87.300003,89.150002,86.650002,89.000000,89.000000,58981505
2023-06-16,90.599998,92.699997,89.500000,91.599998,91.599998,176510302
2023-06-19,90.400002,91.099998,87.900002,89.699997,89.699997,54103067
2023-06-20,89.500000,89.750000,87.949997,88.349998,88.349998,37315367
2023-06-21,85.300003,86.150002,84.500000,84.699997,84.699997,43362403
2023-06-23,85.000000,85.099998,83.099998,84.050003,84.050003,29149129
2023-06-26,83.099998,84.750000,83.099998,83.250000,83.250000,31955957
2023-06-27,84.250000,85.750000,83.650002,85.449997,85.449997,33586916
2023-06-28,84.650002,84.949997,83.550003,84.349998,84.349998,36259869
2023-06-29,83.349998,83.949997,81.599998,82.199997,82.199997,36238490
2023-06-30,81.400002,81.949997,80.800003,81.199997,81.199997,51987596
2023-07-03,82.000000,84.000000,82.000000,83.550003,83.550003,27847744
2023-07-04,83.150002,84.000000,82.599998,84.000000,84.000000,19606487
2023-07-05,84.449997,84.449997,82.199997,82.650002,82.650002,23226533
2023-07-06,81.750000,83.699997,80.500000,81.500000,81.500000,33922544
2023-07-07,82.300003,86.699997,81.500000,84.300003,84.300003,69003665
2023-07-10,88.949997,89.000000,86.000000,87.000000,87.000000,67683238
2023-07-11,88.500000,89.250000,87.699997,88.750000,88.750000,51083010
2023-07-12,89.900002,90.949997,89.050003,89.849998,89.849998,47490900
2023-07-13,92.000000,92.750000,91.550003,92.750000,92.750000,61069223
2023-07-14,95.000000,95.000000,92.000000,92.949997,92.949997,48280964
2023-07-18,91.449997,91.500000,89.550003,89.699997,89.699997,44406679
2023-07-19,88.500000,91.150002,87.500000,90.349998,90.349998,46154569
2023-07-20,90.400002,92.150002,89.199997,89.500000,89.500000,27696550
2023-07-21,89.500000,91.400002,89.500000,91.300003,91.300003,32113785
2023-07-24,90.000000,90.750000,88.750000,89.550003,89.550003,29727637
2023-07-25,94.050003,95.150002,92.949997,95.150002,95.150002,69490852
2023-07-26,93.000000,94.199997,92.650002,93.849998,93.849998,38602996
2023-07-27,94.849998,95.699997,94.349998,95.449997,95.449997,42983693
2023-07-28,93.400002,96.500000,93.300003,95.900002,95.900002,46062057
2023-07-31,99.000000,99.750000,96.800003,97.500000,97.500000,74290881
2023-08-01,99.699997,100.000000,96.900002,97.849998,97.849998,53949339
2023-08-02,97.650002,98.599998,94.599998,95.150002,95.150002,37885551
2023-08-03,93.699997,94.750000,93.050003,93.150002,93.150002,50021614
2023-08-04,95.250000,96.599998,94.400002,95.150002,95.150002,32949492
2023-08-07,94.349998,96.050003,93.599998,95.599998,95.599998,22359341
2023-08-08,94.099998,94.300003,92.699997,93.050003,93.050003,35528837
2023-08-09,92.349998,94.400002,92.050003,94.099998,94.099998,30298227
2023-08-10,93.800003,94.699997,92.349998,94.300003,94.300003,34598900
2023-08-11,97.150002,97.949997,95.300003,95.300003,95.300003,61924422
2023-08-14,92.300003,93.349998,91.449997,92.800003,92.800003,41572767
2023-08-15,91.099998,92.699997,90.849998,91.199997,91.199997,27712822
2023-08-16,90.000000,90.650002,88.900002,89.250000,89.250000,42124798
2023-08-17,86.599998,90.599998,86.199997,90.099998,90.099998,55171505
2023-08-18,89.250000,89.849998,86.800003,87.000000,87.000000,42258149
2023-08-21,85.699997,87.550003,85.150002,85.699997,85.699997,39147534
2023-08-22,86.349998,88.699997,85.400002,87.349998,87.349998,37262451
